employee_id,store_id,employee_name,role,hourly_wage_mxn,max_weekly_hours
E01927,S025,Cristian Villalpando Zelaya,Cashier,75,48
E01928,S025,Sr. Miguel del Valle,Floor,70,48
E01929,S025,Arturo Abraham Domínguez,Stock,65,48
E01930,S025,Abraham Linares de la Crúz,Customer Service,85,48
E01931,S025,Manuel de la O Bañuelos,Cashier,75,48
E01932,S025,Darío Naranjo,Customer Service,85,48
E01933,S025,Conchita Yolanda Casares,Cashier,75,48
E01934,S025,Elvira Barrios,Floor,70,48
E01935,S025,Leonel Escalante,Floor,70,48
E01936,S025,Esteban Renato Delgadillo,Customer Service,85,48
E01937,S025,José Campos,Floor,70,48
E01938,S025,Estela María Eugenia Lerma Armenta,Cashier,75,48
E01939,S025,Omar Arturo Montalvo,Stock,65,48
E01940,S025,Francisco Israel Saucedo,Floor,70,48
E01941,S025,Irene Jaramillo,Cashier,75,48
E01942,S025,Graciela Garrido Rosado,Cashier,75,48
E01943,S025,Hugo Abrego Alemán,Stock,65,48
E01944,S025,Sra. Irma Chacón,Stock,65,48
E01945,S025,Lic. Amador Mateo,Floor,70,48
E01946,S025,María Cynthia Solís Bustamante,Floor,70,48
E01947,S025,Jorge Luis Daniel Garay Rosales,Stock,65,48
E01948,S025,Vicente Fernando Moya,Cashier,75,48
E01949,S025,Sonia Isabel Gamez,Cashier,75,48
E01950,S025,José Manuél Claudio Jasso Campos,Floor,70,48
E01951,S025,Gustavo Rolando Olivárez,Supervisor,120,48
E01952,S025,David Darío Lomeli Ortiz,Floor,70,48
E01953,S025,Pascual de la Rosa,Floor,70,48
E01954,S025,Leonor Marisela Santacruz,Customer Service,85,48
E01955,S025,Uriel Gabriel Sierra Chavarría,Supervisor,120,48
E01956,S025,Elena Inés Guillen,Cashier,75,48
E01957,S025,Yuridia Soledad Miramontes,Stock,65,48
E01958,S025,Homero Ortega Lugo,Stock,65,48
E01959,S025,Daniel Gurule Bermúdez,Floor,70,48
E01960,S025,Anabel Longoria,Floor,70,48
E01961,S025,Ing. Fabiola Zedillo,Cashier,75,48
E01962,S025,Sra. Anel Arenas,Floor,70,48
E01963,S025,Pilar Rodríguez Alonso,Stock,65,48
E01964,S025,Leonor Sofía Ayala Soria,Stock,65,48
E01965,S025,Jacobo Limón Raya,Stock,65,48
E01966,S025,Zeferino Aurelio Escalante,Cashier,75,48
E01967,S025,Maximiliano Armando Vanegas,Stock,65,48
E01968,S025,Eugenia Ana Luisa Solorio Beltrán,Cashier,75,48
E01969,S025,Violeta Alarcón Gamez,Customer Service,85,48
E01970,S025,Dra. María Narváez,Floor,70,48
E01971,S025,Patricia Conchita Vergara,Stock,65,48
E01972,S025,Violeta Leal,Customer Service,85,48
E01973,S025,Irma Nieves Espinosa,Stock,65,48
E01974,S025,Barbara Guadalupe Concepción,Cashier,75,48
E01975,S025,Sr. Bruno Corona,Floor,70,48
E01976,S025,Sofía Mercedes Franco Véliz,Floor,70,48
E01977,S025,Antonia Aguayo Saldaña,Customer Service,85,48
E01978,S025,Ing. Zoé Ferrer,Floor,70,48
E01979,S025,Ana Micaela Lara Bonilla,Floor,70,48
E01980,S025,Armando Adame,Cashier,75,48
E01981,S025,Srita. Violeta Gaona,Cashier,75,48
E01982,S025,José Luis Reyes,Cashier,75,48
E01983,S025,Mercedes Gracia,Customer Service,85,48
E01984,S025,Jaime Ramírez,Cashier,75,48
E01985,S025,Srita. Beatriz Montalvo,Cashier,75,48
E01986,S025,Karla Rebeca Leal Barrientos,Floor,70,48
E01987,S025,Serafín Arroyo Ríos,Floor,70,48
E01988,S025,Sara Andrea Tejada,Floor,70,48
E01989,S025,Clara Olga Viera,Floor,70,48
E01990,S025,Eugenia Pamela Pineda,Cashier,75,48
E01991,S025,Samuel Limón Hinojosa,Cashier,75,48
E01992,S025,Leticia Sessa Moya Berríos,Floor,70,48
E01993,S025,Georgina Mayte Candelaria,Stock,65,48
E01994,S025,Beatriz Archuleta Zayas,Floor,70,48
E01995,S025,María Eugenia Amanda Guajardo,Supervisor,120,48
E01996,S025,Gabriel Ruelas Marrero,Stock,65,48
E01997,S025,Andrea Correa,Floor,70,48
E01998,S025,Rufino Escobar,Cashier,75,48
E01999,S025,Bruno Gabriel Benavides,Floor,70,48
E02000,S025,José Eduardo Bernabé Castellanos Palacios,Cashier,75,48
E02001,S026,Patricio Ballesteros Ceja,Cashier,75,48
E02002,S026,Enrique Nieves,Supervisor,120,48
E02003,S026,Aldonza Soliz,Stock,65,48
E02004,S026,Isaac Timoteo Hurtado Gracia,Customer Service,85,48
E02005,S026,Abril Salinas Barajas,Floor,70,48
E02006,S026,Marisol Carrión,Cashier,75,48
E02007,S026,Gregorio Mauro Montalvo Botello,Floor,70,48
E02008,S026,Perla Barela,Floor,70,48
E02009,S026,Genaro Cornejo,Customer Service,85,48
E02010,S026,Gabriela Carmen Alejandro Quiroz,Floor,70,48
E02011,S026,Jorge Ricardo Rivero,Floor,70,48
E02012,S026,Manuel Magaña Alarcón,Floor,70,48
E02013,S026,Felix Ramiro Urías,Supervisor,120,48
E02014,S026,Norma Montalvo,Floor,70,48
E02015,S026,Marisol Margarita Jaimes,Supervisor,120,48
E02016,S026,Srita. Dolores Bustos,Cashier,75,48
E02017,S026,Conchita Zoé Ulibarri Quiñónez,Stock,65,48
E02018,S026,Sr. Agustín Marín,Stock,65,48
E02019,S026,Daniel Aranda,Supervisor,120,48
E02020,S026,Estela Fabiola Piña Villarreal,Floor,70,48
E02021,S026,Liliana Cantú,Customer Service,85,48
E02022,S026,Abelardo Cardona Meraz,Floor,70,48
E02023,S026,Beatriz Bustamante Aponte,Stock,65,48
E02024,S026,Esparta Anabel Sotelo,Cashier,75,48
E02025,S026,Sessa Mares Ulloa,Floor,70,48
E02026,S026,Sr. Samuel Montemayor,Cashier,75,48
E02027,S026,Leonor Alonzo Cintrón,Floor,70,48
E02028,S026,Liliana Echeverría,Supervisor,120,48
E02029,S026,Dulce Leticia Barajas Barela,Stock,65,48
E02030,S026,Armando Alonso Rolón,Cashier,75,48
E02031,S026,Isaac Téllez Mota,Floor,70,48
E02032,S026,Sr. Martín Arriaga,Floor,70,48
E02033,S026,Berta Duarte,Stock,65,48
E02034,S026,Sra. Blanca Arteaga,Cashier,75,48
E02035,S026,Amador Rufino Nava Valle,Floor,70,48
E02036,S026,Esteban Puga,Floor,70,48
E02037,S026,Delia Pamela Guajardo Lara,Customer Service,85,48
E02038,S026,Dalia Raquel Soliz Flórez,Stock,65,48
E02039,S026,Eloy Godínez,Floor,70,48
E02040,S026,Samuel Guillen,Stock,65,48
E02041,S026,Rocío Soto,Customer Service,85,48
E02042,S026,Ángel Armendáriz,Cashier,75,48
E02043,S026,Ruby Cecilia Cervántez Rodríguez,Floor,70,48
E02044,S026,Leticia Torres,Cashier,75,48
E02045,S026,Lic. Abelardo Curiel,Supervisor,120,48
E02046,S026,Luisa Rocío Flores Espinosa,Customer Service,85,48
E02047,S026,Luz Olivia Esquibel,Cashier,75,48
E02048,S026,Magdalena Ruby Quintanilla Cintrón,Floor,70,48
E02049,S026,Blanca Castillo Monroy,Floor,70,48
E02050,S026,Alberto René Zarate,Cashier,75,48
E02051,S026,Mitzy Marisol Pedraza,Cashier,75,48
E02052,S026,Maximiliano Juan Carlos Ocasio,Stock,65,48
E02053,S026,Delia Carrillo Macías,Supervisor,120,48
E02054,S026,Yuridia Valverde,Cashier,75,48
E02055,S026,Débora Meléndez,Floor,70,48
E02056,S026,Maximiliano Augusto Arce Granado,Floor,70,48
E02057,S026,Mario Narváez,Floor,70,48
E02058,S026,Sr. Mauricio Bonilla,Customer Service,85,48
E02059,S026,Adela María Vásquez Candelaria,Customer Service,85,48
E02060,S026,Eloy Wilfrido Moya Franco,Floor,70,48
E02061,S026,Cynthia Navarrete Espinosa,Stock,65,48
E02062,S026,Iván Sergio Delgadillo Valentín,Stock,65,48
E02063,S026,Rosa Ruiz Madrid,Cashier,75,48
E02064,S026,Gabriela Parra Caballero,Supervisor,120,48
E02065,S026,Srita. Socorro Covarrubias,Floor,70,48
E02066,S026,Ramiro Jorge Luis Montalvo Alcaraz,Cashier,75,48
E02067,S026,Lic. Adela Aguilar,Floor,70,48
E02068,S026,Fabiola Benítez,Supervisor,120,48
E02069,S026,Susana Isabel Figueroa Martínez,Cashier,75,48
E02070,S026,Dr. Maximiliano Vaca,Floor,70,48
E02071,S026,Tomás Uriel Casárez Casas,Floor,70,48
E02072,S026,Sr. Lorenzo Olivares,Stock,65,48
E02073,S026,Lic. Emiliano Frías,Cashier,75,48
E02074,S026,Alberto Morales,Cashier,75,48
E02075,S026,Dra. Vanesa Rosario,Stock,65,48
E02076,S026,Tomás Zacarías Garza,Cashier,75,48
E02077,S026,Gabriel Ruelas,Floor,70,48
E02078,S026,Úrsula Arcelia Irizarry Matos,Stock,65,48
E02079,S026,Zoé Bétancourt Brito,Supervisor,120,48
E02080,S026,Sara Mendoza,Stock,65,48
E02081,S027,Dra. Laura Pelayo,Customer Service,85,48
E02082,S027,Nancy Luisa Ledesma,Stock,65,48
E02083,S027,Lic. Arturo Mares,Cashier,75,48
E02084,S027,Sr. Javier Pineda,Stock,65,48
E02085,S027,Amalia Vanesa Casanova,Floor,70,48
E02086,S027,Uriel Renato Lovato Báez,Supervisor,120,48
E02087,S027,Miriam Luisa Esquivel,Customer Service,85,48
E02088,S027,Minerva Roybal,Stock,65,48
E02089,S027,Margarita Razo,Stock,65,48
E02090,S027,Lic. Raquel Lucio,Floor,70,48
E02091,S027,Rosa Anel Griego,Stock,65,48
E02092,S027,Sra. Andrea Armas,Customer Service,85,48
E02093,S027,Esmeralda Claudia Ornelas,Floor,70,48
E02094,S027,Eugenio Reynaldo Medrano,Customer Service,85,48
E02095,S027,Ignacio Molina,Supervisor,120,48
E02096,S027,Rolando Benavides,Cashier,75,48
E02097,S027,Srita. Luz Santiago,Cashier,75,48
E02098,S027,Sra. Josefina Hernádez,Floor,70,48
E02099,S027,José Carlos Ramón Soliz,Customer Service,85,48
E02100,S027,Teodoro Verdugo,Floor,70,48
E02101,S027,Enrique Cornejo,Floor,70,48
E02102,S027,Sandra Natalia Camacho Galván,Cashier,75,48
E02103,S027,Alonso Henríquez,Stock,65,48
E02104,S027,Isaac Gamez,Customer Service,85,48
E02105,S027,Adalberto René Bravo Lemus,Floor,70,48
E02106,S027,Óliver Horacio Casárez Carranza,Cashier,75,48
E02107,S027,Dra. Natalia Meza,Supervisor,120,48
E02108,S027,Reina Andrea Zelaya,Cashier,75,48
E02109,S027,María Elena Rosa Ornelas Enríquez,Customer Service,85,48
E02110,S027,Ricardo Aldo Gallardo,Supervisor,120,48
E02111,S027,Jaime Cristobal Coronado Rolón,Supervisor,120,48
E02112,S027,Aurelio Eduardo Solano,Supervisor,120,48
E02113,S027,Hernán de la Rosa Robledo,Floor,70,48
E02114,S027,Modesto Gerónimo Orta Zamora,Cashier,75,48
E02115,S027,Emiliano Federico Cervántez Cervántez,Stock,65,48
E02116,S027,Guillermo Víctor Alvarado,Floor,70,48
E02117,S027,Anabel Elisa Roybal,Cashier,75,48
E02118,S027,Roberto Moya,Customer Service,85,48
E02119,S027,Jacinto Adán Gamboa Camarillo,Supervisor,120,48
E02120,S027,Pamela Esparza Toro,Customer Service,85,48
E02121,S027,Carlota Porras Elizondo,Floor,70,48
E02122,S027,Pablo Clemente Bravo,Cashier,75,48
E02123,S027,Sra. Trinidad Concepción,Cashier,75,48
E02124,S027,Germán Reynaldo Yáñez,Floor,70,48
E02125,S027,Sra. Teresa Apodaca,Supervisor,120,48
E02126,S027,Ing. Jacinto Pabón,Floor,70,48
E02127,S027,Sra. Conchita Botello,Floor,70,48
E02128,S027,Patricia Rosario Quintanilla Romo,Stock,65,48
E02129,S027,Srita. Lourdes del Valle,Floor,70,48
E02130,S027,Pilar Mascareñas Bahena,Floor,70,48
E02131,S027,Sr. Fidel Soliz,Cashier,75,48
E02132,S027,Dr. Rubén Gollum,Floor,70,48
E02133,S027,Sr. Rodolfo Lemus,Stock,65,48
E02134,S027,Bernabé Nieto Fernández,Floor,70,48
E02135,S027,Benjamín Hernán Benavides Barrios,Stock,65,48
E02136,S027,Cecilia Sonia López,Floor,70,48
E02137,S027,Ing. Elvia Lugo,Cashier,75,48
E02138,S027,José Eduardo Colunga,Cashier,75,48
E02139,S027,Silvano Amaya,Supervisor,120,48
E02140,S027,Mario Eugenio Barreto,Stock,65,48
E02141,S027,Espartaco Marcos Calderón Merino,Cashier,75,48
E02142,S027,Frida Guillermina Cabrera,Cashier,75,48
E02143,S027,Enrique Cristobal Pabón Garica,Floor,70,48
E02144,S027,Srita. Miriam Medrano,Floor,70,48
E02145,S027,Hugo Maestas,Supervisor,120,48
E02146,S027,Martha Eloisa Meraz,Stock,65,48
E02147,S027,Elvira Sevilla Canales,Floor,70,48
E02148,S027,Germán Grijalva Garza,Cashier,75,48
E02149,S027,Minerva Bianca Jasso Barraza,Floor,70,48
E02150,S027,Armando Gilberto Cortez Barrientos,Supervisor,120,48
E02151,S027,Karla Vargas Posada,Customer Service,85,48
E02152,S027,Dolores Batista,Customer Service,85,48
E02153,S027,Liliana Juana Concepción Dávila,Stock,65,48
E02154,S027,Wilfrido Daniel Medrano,Customer Service,85,48
E02155,S027,Cynthia Antonia Ortiz,Cashier,75,48
E02156,S027,Abel Lucio,Stock,65,48
E02157,S027,Clara Salma Rico Ballesteros,Supervisor,120,48
E02158,S027,Abraham Julio Villareal,Cashier,75,48
E02159,S027,Dr. Lorenzo Valdivia,Floor,70,48
E02160,S027,Jacobo Villareal Suárez,Floor,70,48
E02161,S028,Esteban Alcántar Pineda,Floor,70,48
E02162,S028,Asunción Venegas,Cashier,75,48
E02163,S028,Adán Loya,Stock,65,48
E02164,S028,Lic. Cristian Covarrubias,Supervisor,120,48
E02165,S028,Benjamín Homero Bétancourt,Floor,70,48
E02166,S028,Sr. José Carlos Gil,Cashier,75,48
E02167,S028,Fidel Matías,Cashier,75,48
E02168,S028,Graciela Mena,Stock,65,48
E02169,S028,Raúl Alvaro Medrano Almanza,Supervisor,120,48
E02170,S028,Tomás Melgar,Floor,70,48
E02171,S028,Dulce María Carranza,Floor,70,48
E02172,S028,Ing. Reynaldo Benavídez,Cashier,75,48
E02173,S028,Elvira Wendolin Cardona,Stock,65,48
E02174,S028,Javier Fierro Zavala,Stock,65,48
E02175,S028,Isabela Caballero,Floor,70,48
E02176,S028,Leonel Sanabria,Floor,70,48
E02177,S028,Benito Amador Solano,Cashier,75,48
E02178,S028,Daniel Zeferino Borrego Sevilla,Floor,70,48
E02179,S028,Eva Rosario,Floor,70,48
E02180,S028,Jerónimo Nieves,Customer Service,85,48
E02181,S028,Ana Tejada Velásquez,Floor,70,48
E02182,S028,Perla Soto Medrano,Cashier,75,48
E02183,S028,Renato José Carlos Estrada,Cashier,75,48
E02184,S028,Ing. Tomás Olivera,Cashier,75,48
E02185,S028,Adalberto Rosado Pedraza,Stock,65,48
E02186,S028,Lic. Eloy Collado,Supervisor,120,48
E02187,S028,Rubén Becerra Gómez,Stock,65,48
E02188,S028,Lic. Alejandro Rosales,Floor,70,48
E02189,S028,Gabriela Anabel Archuleta Casares,Stock,65,48
E02190,S028,Ignacio Venegas Naranjo,Cashier,75,48
E02191,S028,Pablo Alfonso Archuleta Arteaga,Supervisor,120,48
E02192,S028,Sr. Aldo Fuentes,Cashier,75,48
E02193,S028,Rufino Quintana Alva,Cashier,75,48
E02194,S028,Ing. Samuel Quiñones,Cashier,75,48
E02195,S028,Jaime Javier Apodaca Carrión,Stock,65,48
E02196,S028,José Emilio Cazares Negrete,Customer Service,85,48
E02197,S028,Marcela Esparta Alonso Ureña,Floor,70,48
E02198,S028,Dra. Elvira Rodarte,Floor,70,48
E02199,S028,Luis Miguel Nicolás Casas Valdés,Floor,70,48
E02200,S028,Aldo Julio Casárez,Floor,70,48
E02201,S028,Lourdes Miranda Casares,Cashier,75,48
E02202,S028,Ing. Mauricio Bahena,Stock,65,48
E02203,S028,Gregorio Armando Ceballos Cortés,Cashier,75,48
E02204,S028,Dra. Adela Leal,Floor,70,48
E02205,S028,Hernán Flores,Floor,70,48
E02206,S028,Lic. Paola Escobedo,Cashier,75,48
E02207,S028,Humberto Jacinto Escamilla Linares,Stock,65,48
E02208,S028,Lourdes Alma Zedillo Gálvez,Stock,65,48
E02209,S028,Amador Fierro Salcido,Floor,70,48
E02210,S028,Catalina Cordero Cisneros,Supervisor,120,48
E02211,S028,Nelly Dulce Urbina Bahena,Stock,65,48
E02212,S028,Ing. Mitzy Patiño,Stock,65,48
E02213,S028,Mitzy Nancy Valles Peralta,Cashier,75,48
E02214,S028,Armando Lovato Casanova,Customer Service,85,48
E02215,S028,Bernabé Bueno Aragón,Cashier,75,48
E02216,S028,Luis Miguel Alvaro Preciado,Stock,65,48
E02217,S028,Clara Mascareñas Cintrón,Stock,65,48
E02218,S028,Gustavo Longoria,Stock,65,48
E02219,S028,Esther Ruiz,Stock,65,48
E02220,S028,Pascual Timoteo Cruz,Cashier,75,48
E02221,S028,Juana Aurora Aguilera Palomino,Customer Service,85,48
E02222,S028,Dr. Rufino Ponce,Cashier,75,48
E02223,S028,Juan Carlos Eugenio Lebrón Barrientos,Floor,70,48
E02224,S028,Mariano Wilfrido Portillo,Stock,65,48
E02225,S028,Leonor Delia Roque,Customer Service,85,48
E02226,S028,Marisol Gaitán,Customer Service,85,48
E02227,S028,Miguel Ángel Pineda Riojas,Customer Service,85,48
E02228,S028,Marcos Alonso Alfaro,Customer Service,85,48
E02229,S028,Yeni Indira Briseño Leal,Stock,65,48
E02230,S028,Darío Gabino Luevano,Cashier,75,48
E02231,S028,Bernardo José Carlos Arellano Rodríquez,Floor,70,48
E02232,S028,Lic. Gloria Escobar,Cashier,75,48
E02233,S028,Lic. Zeferino Orozco,Cashier,75,48
E02234,S028,José Emilio Villareal Castro,Cashier,75,48
E02235,S028,Dulce Sandoval Vergara,Stock,65,48
E02236,S028,Bernabé Benavides Fonseca,Floor,70,48
E02237,S028,Dalia Andrea Alcala,Customer Service,85,48
E02238,S028,Abel Rosas Valdez,Floor,70,48
E02239,S028,Mateo Bueno,Supervisor,120,48
E02240,S028,Vicente Mateo Escamilla Segovia,Stock,65,48
E02241,S029,Cristian Miranda Pabón,Floor,70,48
E02242,S029,María Galindo,Stock,65,48
E02243,S029,Sra. Dolores Alba,Cashier,75,48
E02244,S029,Nayeli Verónica Gálvez,Floor,70,48
E02245,S029,Ing. Nicolás Vergara,Floor,70,48
E02246,S029,Srita. Rosario Gallardo,Stock,65,48
E02247,S029,Lic. Rolando Carrasco,Cashier,75,48
E02248,S029,Srita. Ofelia Arenas,Cashier,75,48
E02249,S029,Fabiola Virginia Armas Roque,Floor,70,48
E02250,S029,Carla Canales,Cashier,75,48
E02251,S029,Barbara Ana Luisa Fuentes Loera,Supervisor,120,48
E02252,S029,Dr. Serafín Lerma,Stock,65,48
E02253,S029,Daniel Farías,Cashier,75,48
E02254,S029,Alfonso Renato Serna,Stock,65,48
E02255,S029,Fernando Pichardo,Cashier,75,48
E02256,S029,Sara Caridad Matías,Floor,70,48
E02257,S029,Homero Octavio Rojas,Cashier,75,48
E02258,S029,Silvia Rentería,Cashier,75,48
E02259,S029,Leonor Tamez Orta,Floor,70,48
E02260,S029,José Eduardo José Eduardo Cervántez,Floor,70,48
E02261,S029,Gilberto Meléndez Almonte,Floor,70,48
E02262,S029,Raquel Cepeda Corona,Supervisor,120,48
E02263,S029,Dra. Sonia Ochoa,Floor,70,48
E02264,S029,Aldo Samuel Bravo,Floor,70,48
E02265,S029,Sr. Luis Manuel Ozuna,Cashier,75,48
E02266,S029,Ramón Eloy Cuellar Preciado,Cashier,75,48
E02267,S029,Dulce de Anda,Floor,70,48
E02268,S029,Jacobo Eugenio Prieto,Cashier,75,48
E02269,S029,Salma Pilar Carvajal Longoria,Cashier,75,48
E02270,S029,Mercedes Rebeca Tirado,Cashier,75,48
E02271,S029,Felix Genaro Alejandro,Floor,70,48
E02272,S029,Gonzalo Cano Rodríquez,Cashier,75,48
E02273,S029,Jonás Véliz,Stock,65,48
E02274,S029,Alejandra Rosario Mateo,Stock,65,48
E02275,S029,Ing. Pascual Guzmán,Floor,70,48
E02276,S029,Ing. René Alemán,Stock,65,48
E02277,S029,Ramón Hernán Fierro Rael,Floor,70,48
E02278,S029,Dulce María Naranjo,Customer Service,85,48
E02279,S029,Manuel Augusto Santana Sisneros,Floor,70,48
E02280,S029,Lucía Socorro Miranda Tafoya,Floor,70,48
E02281,S029,Delia Barreto Valdez,Floor,70,48
E02282,S029,Barbara Elena Villagómez,Cashier,75,48
E02283,S029,Esteban Mauricio Corrales,Cashier,75,48
E02284,S029,Rodolfo Maximiliano Patiño,Cashier,75,48
E02285,S029,Lic. Mariana Olivares,Cashier,75,48
E02286,S029,Dra. Wendolin Enríquez,Floor,70,48
E02287,S029,Sr. Octavio Loera,Supervisor,120,48
E02288,S029,Martín Óliver Quiroz Valenzuela,Customer Service,85,48
E02289,S029,Ing. Nicolás de la O,Cashier,75,48
E02290,S029,Dr. Marco Antonio Alemán,Cashier,75,48
E02291,S029,René Rodrigo Jurado Holguín,Customer Service,85,48
E02292,S029,Cristobal Carlos Cavazos,Cashier,75,48
E02293,S029,Reynaldo Rosas,Floor,70,48
E02294,S029,Gerónimo Gallegos Magaña,Cashier,75,48
E02295,S029,Ariadna Almaraz,Floor,70,48
E02296,S029,Rafaél René Cisneros,Cashier,75,48
E02297,S029,Homero Martínez,Customer Service,85,48
E02298,S029,Pamela León Tello,Floor,70,48
E02299,S029,Wendolin Segura Guajardo,Cashier,75,48
E02300,S029,Soledad Josefina Montaño,Supervisor,120,48
E02301,S029,Manuel Homero Lira,Floor,70,48
E02302,S029,Abel Saavedra Rivas,Cashier,75,48
E02303,S029,Ing. Iván Sáenz,Customer Service,85,48
E02304,S029,Sara Amelia Zavala Verdugo,Cashier,75,48
E02305,S029,Jacinto Escobedo Acevedo,Supervisor,120,48
E02306,S029,Sra. Noelia Villegas,Floor,70,48
E02307,S029,Elias Fernando Salcedo,Cashier,75,48
E02308,S029,Israel Madera Canales,Cashier,75,48
E02309,S029,Luisa Marcela Santillán,Cashier,75,48
E02310,S029,Humberto Pérez,Floor,70,48
E02311,S029,Ignacio Flavio Alba,Cashier,75,48
E02312,S029,Ing. Emilio Jáquez,Cashier,75,48
E02313,S029,Salvador Sarabia Zarate,Floor,70,48
E02314,S029,Lic. Antonia Viera,Stock,65,48
E02315,S029,Georgina Minerva Castañeda Rendón,Customer Service,85,48
E02316,S029,Mercedes Jurado,Cashier,75,48
E02317,S029,Miriam Pineda Nevárez,Cashier,75,48
E02318,S029,Jesús Vicente Villagómez,Floor,70,48
E02319,S029,Salvador Eugenio Nazario,Floor,70,48
E02320,S029,Teresa Arroyo,Floor,70,48
E02321,S030,Óscar Paredes,Cashier,75,48
E02322,S030,Laura Frida Vega,Cashier,75,48
E02323,S030,Ruby Solano,Cashier,75,48
E02324,S030,Dra. Graciela Rangel,Cashier,75,48
E02325,S030,Sofía Meléndez Correa,Customer Service,85,48
E02326,S030,Mayte Jáquez Arroyo,Customer Service,85,48
E02327,S030,Adela Medina Gálvez,Floor,70,48
E02328,S030,Delia Peña,Cashier,75,48
E02329,S030,Dulce Alicia Garrido Casas,Floor,70,48
E02330,S030,Nayeli Mercado,Floor,70,48
E02331,S030,Alfonso Ernesto Escobar,Cashier,75,48
E02332,S030,Óliver Francisco Javier Mayorga,Floor,70,48
E02333,S030,Sra. Clara Montemayor,Floor,70,48
E02334,S030,Emilio Camilo Zaragoza Parra,Floor,70,48
E02335,S030,Eloisa Valencia,Cashier,75,48
E02336,S030,Lic. Jacobo Espinosa,Cashier,75,48
E02337,S030,Ing. Camilo Sánchez,Floor,70,48
E02338,S030,Bruno Escobar Rincón,Stock,65,48
E02339,S030,Daniel Longoria,Cashier,75,48
E02340,S030,Lourdes María Elena Llamas Cordero,Cashier,75,48
E02341,S030,Ángela Tejada Arce,Cashier,75,48
E02342,S030,Blanca Maestas,Cashier,75,48
E02343,S030,Pascual Emilio Griego Villalobos,Floor,70,48
E02344,S030,Gerardo Segura Sanches,Cashier,75,48
E02345,S030,Pablo Elias Alcaraz,Floor,70,48
E02346,S030,Ruby Anabel Alonso,Cashier,75,48
E02347,S030,Hilda Helena Anguiano Sáenz,Floor,70,48
E02348,S030,Citlali Olivares Rodrígez,Cashier,75,48
E02349,S030,Roberto Benavides Zambrano,Customer Service,85,48
E02350,S030,Ivonne Aurora Sanabria Piña,Supervisor,120,48
E02351,S030,Tomás Marcos Gallegos Orosco,Cashier,75,48
E02352,S030,Adriana María Cristina de la Garza Estévez,Cashier,75,48
E02353,S030,Jaqueline Lucio,Floor,70,48
E02354,S030,Adela Leyva Cazares,Floor,70,48
E02355,S030,Gilberto Oswaldo Gonzales,Supervisor,120,48
E02356,S030,Lic. José Manuél Robles,Floor,70,48
E02357,S030,Ing. Francisca Toro,Cashier,75,48
E02358,S030,Emilio Camacho,Customer Service,85,48
E02359,S030,Dra. Alma Barrera,Cashier,75,48
E02360,S030,Caridad Ana María Medina Barreto,Customer Service,85,48
E02361,S030,Lic. Fabiola Soria,Floor,70,48
E02362,S030,Srita. Inés de la O,Cashier,75,48
E02363,S030,Daniela Meza Viera,Supervisor,120,48
E02364,S030,Luis Caraballo Herrera,Floor,70,48
E02365,S030,Indira Adela Ontiveros Alejandro,Floor,70,48
E02366,S030,Norma Lucero,Floor,70,48
E02367,S030,Enrique Malave Ojeda,Stock,65,48
E02368,S030,Dra. Blanca Acosta,Cashier,75,48
E02369,S030,Humberto Collazo Granado,Supervisor,120,48
E02370,S030,Marco Antonio Miguel Ángel Ballesteros,Cashier,75,48
E02371,S030,Federico Mariano Benavides,Cashier,75,48
E02372,S030,Barbara Margarita Posada Solorio,Stock,65,48
E02373,S030,Marcela Nadia Bermúdez Saldivar,Floor,70,48
E02374,S030,Ana Luisa Linares,Cashier,75,48
E02375,S030,Anabel Lilia Tello Holguín,Stock,65,48
E02376,S030,Homero Jaimes,Floor,70,48
E02377,S030,Alonso Mario Benítez,Customer Service,85,48
E02378,S030,Isaac José Manuél Benavides Saucedo,Floor,70,48
E02379,S030,Arcelia Estela Verduzco Tamez,Stock,65,48
E02380,S030,Alejandro Martín Barrera Aponte,Floor,70,48
E02381,S030,Isabela del Río,Cashier,75,48
E02382,S030,Josefina Amalia Rosado Lara,Supervisor,120,48
E02383,S030,Aurelio Morales,Cashier,75,48
E02384,S030,Fidel Darío Gallardo Ojeda,Supervisor,120,48
E02385,S030,Hilda Rebeca Valladares,Supervisor,120,48
E02386,S030,Andrés Marcos Bonilla Lerma,Stock,65,48
E02387,S030,Nelly Chapa Alarcón,Floor,70,48
E02388,S030,Barbara Celia Pichardo Apodaca,Cashier,75,48
E02389,S030,Emilia Garrido,Stock,65,48
E02390,S030,Dulce María Marisol Lozano,Cashier,75,48
E02391,S030,Abel Horacio Yáñez,Customer Service,85,48
E02392,S030,Sr. Héctor Ávalos,Customer Service,85,48
E02393,S030,Frida Cynthia Sotelo Nava,Floor,70,48
E02394,S030,Alta  Gracia Montez,Cashier,75,48
E02395,S030,Ing. Alfonso Rojo,Stock,65,48
E02396,S030,Marco Antonio Barrios,Floor,70,48
E02397,S030,Abigail Camila Armas,Customer Service,85,48
E02398,S030,Paola Ariadna Carranza,Floor,70,48
E02399,S030,Guillermo Emilio Velásquez Jaramillo,Cashier,75,48
E02400,S030,Sra. Victoria Limón,Cashier,75,48
E02401,S031,Sra. Estefanía Naranjo,Floor,70,48
E02402,S031,Diana Mercedes Quintanilla Galván,Floor,70,48
E02403,S031,Sr. Francisco Javier Benavídez,Supervisor,120,48
