employee_id,employee_name,store_id,role,hourly_wage_mxn,scheduled_hours,regular_hours,overtime_hours,regular_cost_mxn,overtime_penalty_cost_mxn,total_labor_cost_mxn
E01214,Carlota Yuridia del Valle Grijalva,S016,Cashier,75,56,48,8,3600,1200.0,4800.0
E01215,Frida Laura Briseño,S016,Floor,70,56,48,8,3360,1120.0,4480.0
E01216,Lic. Martha Reyes,S016,Supervisor,120,8,8,0,960,0.0,960.0
E01217,José Manuél José Eduardo Briseño Bernal,S016,Stock,65,56,48,8,3120,1040.0,4160.0
E01218,Natividad Magdalena Bahena,S016,Floor,70,56,48,8,3360,1120.0,4480.0
E01219,Eugenio Flores Barrera,S016,Cashier,75,56,48,8,3600,1200.0,4800.0
E01220,Rufino Ceja,S016,Cashier,75,48,48,0,3600,0.0,3600.0
E01221,Dra. Liliana Rivera,S016,Supervisor,120,8,8,0,960,0.0,960.0
E01222,Marisela Gallardo Garza,S016,Cashier,75,32,32,0,2400,0.0,2400.0
E01223,Estela Carolina Marrero,S016,Cashier,75,24,24,0,1800,0.0,1800.0
E01224,Lic. Homero Fuentes,S016,Stock,65,32,32,0,2080,0.0,2080.0
E01225,Pedro Eduardo Vela,S016,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01226,Mayte Abril Gurule,S016,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01227,Jonás Ferrer,S016,Stock,65,8,8,0,520,0.0,520.0
E01231,Sra. Rebeca Grijalva,S016,Floor,70,48,48,0,3360,0.0,3360.0
E01232,Lilia Tapia Alcala,S016,Cashier,75,16,16,0,1200,0.0,1200.0
E01233,Srita. Miriam Solano,S016,Cashier,75,8,8,0,600,0.0,600.0
E01234,Ing. Julio Santiago,S016,Floor,70,24,24,0,1680,0.0,1680.0
E01235,Yeni Ilse Palacios Tamayo,S016,Cashier,75,8,8,0,600,0.0,600.0
E01237,Ing. Mariana Rincón,S016,Customer Service,85,32,32,0,2720,0.0,2720.0
E01238,Luz Gonzales,S016,Floor,70,16,16,0,1120,0.0,1120.0
E01241,Nicolás Esquivel,S016,Cashier,75,8,8,0,600,0.0,600.0
E01246,Florencia Rosa Velásquez Rentería,S016,Floor,70,8,8,0,560,0.0,560.0
E01277,Cornelio Zavala,S016,Customer Service,85,16,16,0,1360,0.0,1360.0
E01281,Dra. Aida Jaramillo,S017,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01282,Sra. Josefina Madrid,S017,Floor,70,56,48,8,3360,1120.0,4480.0
E01283,Srita. Amanda Montemayor,S017,Floor,70,56,48,8,3360,1120.0,4480.0
E01284,Ing. María Rentería,S017,Stock,65,56,48,8,3120,1040.0,4160.0
E01285,Sra. Antonia Tórrez,S017,Cashier,75,56,48,8,3600,1200.0,4800.0
E01286,Dra. Wendolin Vázquez,S017,Cashier,75,56,48,8,3600,1200.0,4800.0
E01287,Pedro Federico Ortiz Córdova,S017,Cashier,75,56,48,8,3600,1200.0,4800.0
E01288,Lic. Enrique Nevárez,S017,Floor,70,56,48,8,3360,1120.0,4480.0
E01289,Iván Joaquín Rentería Salas,S017,Floor,70,56,48,8,3360,1120.0,4480.0
E01290,Claudia Esmeralda Corrales,S017,Stock,65,56,48,8,3120,1040.0,4160.0
E01291,Homero Barreto Gaitán,S017,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01292,Noelia Correa Samaniego,S017,Floor,70,8,8,0,560,0.0,560.0
E01293,Javier Ayala,S017,Stock,65,8,8,0,520,0.0,520.0
E01294,Iván Germán García,S017,Stock,65,8,8,0,520,0.0,520.0
E01295,Natalia Ayala Lira,S017,Floor,70,8,8,0,560,0.0,560.0
E01298,Alberto Gustavo Zelaya,S017,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01300,Sra. Carla Salazar,S017,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01303,Alberto Aldo Ramos de la Crúz,S017,Customer Service,85,40,40,0,3400,0.0,3400.0
E01304,Mauricio Luis Manuel Guardado Sierra,S017,Cashier,75,56,48,8,3600,1200.0,4800.0
E01309,Abelardo Toro,S017,Cashier,75,40,40,0,3000,0.0,3000.0
E01315,Nicolás Zúñiga,S017,Cashier,75,24,24,0,1800,0.0,1800.0
E01318,Isaac Iván Enríquez,S017,Cashier,75,8,8,0,600,0.0,600.0
E01319,Miriam Archuleta Ibarra,S017,Customer Service,85,24,24,0,2040,0.0,2040.0
E01361,Soledad Arreola Quezada,S018,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01362,Lic. Arturo Ballesteros,S018,Floor,70,56,48,8,3360,1120.0,4480.0
E01363,Sra. Eloisa Mota,S018,Floor,70,56,48,8,3360,1120.0,4480.0
E01364,Lic. Natalia Mascareñas,S018,Stock,65,56,48,8,3120,1040.0,4160.0
E01365,Salvador Mojica,S018,Floor,70,56,48,8,3360,1120.0,4480.0
E01366,Jorge Eric Terrazas,S018,Floor,70,56,48,8,3360,1120.0,4480.0
E01367,Ing. Iván Botello,S018,Stock,65,56,48,8,3120,1040.0,4160.0
E01368,Abril Aldonza Alarcón Gaytán,S018,Floor,70,56,48,8,3360,1120.0,4480.0
E01369,Jorge Bermúdez,S018,Stock,65,56,48,8,3120,1040.0,4160.0
E01370,Vicente Arredondo Carranza,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01371,Juan Carlos Aparicio,S018,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01372,Jacobo Sosa,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01373,Ivonne Rebeca Coronado,S018,Stock,65,56,48,8,3120,1040.0,4160.0
E01374,Eva Botello,S018,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01375,Karina Margarita Trujillo Méndez,S018,Stock,65,40,40,0,2600,0.0,2600.0
E01376,Rosalia Carolina Patiño,S018,Stock,65,16,16,0,1040,0.0,1040.0
E01377,Luis Miguel Frías,S018,Stock,65,8,8,0,520,0.0,520.0
E01378,Lic. Lorenzo Castillo,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01379,Karla Patricia Zúñiga,S018,Stock,65,8,8,0,520,0.0,520.0
E01382,Dr. Joaquín Armas,S018,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01383,Bruno Emilio Barrera,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01384,Mauro Juan Carlos Mascareñas,S018,Floor,70,56,48,8,3360,1120.0,4480.0
E01387,Leonor Tijerina Cortés,S018,Supervisor,120,40,40,0,4800,0.0,4800.0
E01388,Bianca Trinidad Sanches,S018,Floor,70,56,48,8,3360,1120.0,4480.0
E01389,René Rodolfo Casas,S018,Supervisor,120,24,24,0,2880,0.0,2880.0
E01390,Ing. Jaime Guillen,S018,Floor,70,40,40,0,2800,0.0,2800.0
E01392,Magdalena Carlota Lerma Negrón,S018,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01393,Samuel Valladares,S018,Floor,70,24,24,0,1680,0.0,1680.0
E01394,Ana Delia Alarcón Bernal,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01395,Noemí Piña,S018,Floor,70,16,16,0,1120,0.0,1120.0
E01396,Lic. Armando Rocha,S018,Floor,70,8,8,0,560,0.0,560.0
E01397,Pilar Sandra Jurado Vega,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01398,Leticia Anabel Corrales,S018,Floor,70,8,8,0,560,0.0,560.0
E01399,María Luisa Estela Pantoja,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01400,Mauricio Archuleta Ulloa,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01402,Lic. Esteban Velásquez,S018,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01404,Concepción Valverde,S018,Cashier,75,56,48,8,3600,1200.0,4800.0
E01405,Ángel Pascual Roybal Girón,S018,Floor,70,8,8,0,560,0.0,560.0
E01406,Micaela Sanches Mejía,S018,Cashier,75,40,40,0,3000,0.0,3000.0
E01408,Dr. Patricio Gallegos,S018,Cashier,75,32,32,0,2400,0.0,2400.0
E01409,Mauro Eric Gamboa,S018,Cashier,75,24,24,0,1800,0.0,1800.0
E01411,Helena Cristal Coronado Ulibarri,S018,Cashier,75,16,16,0,1200,0.0,1200.0
E01413,Irma Helena Espino,S018,Cashier,75,8,8,0,600,0.0,600.0
E01416,Dr. Serafín Godoy,S018,Cashier,75,8,8,0,600,0.0,600.0
E01426,Camilo Luis Torres,S018,Cashier,75,8,8,0,600,0.0,600.0
E01429,Ángela Paulina Valentín Zayas,S018,Cashier,75,8,8,0,600,0.0,600.0
E01430,Ing. Uriel Alonzo,S018,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01434,Miguel Ángel Concepción,S018,Cashier,75,8,8,0,600,0.0,600.0
E01441,Srita. Juana Guajardo,S019,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01442,Micaela Rico Esquivel,S019,Floor,70,56,48,8,3360,1120.0,4480.0
E01443,Sonia Gallardo,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01444,Sra. Dulce Venegas,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01445,Clemente Quiñónez Olivares,S019,Floor,70,56,48,8,3360,1120.0,4480.0
E01446,Roberto Montañez Páez,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01447,Nancy Guadalupe Olivera Ortega,S019,Stock,65,56,48,8,3120,1040.0,4160.0
E01448,Dra. Olivia Girón,S019,Floor,70,56,48,8,3360,1120.0,4480.0
E01449,Judith Rubio Mora,S019,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01450,Camilo Reynaldo Iglesias,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01451,Margarita Padrón,S019,Floor,70,56,48,8,3360,1120.0,4480.0
E01452,Socorro Zamora Rosales,S019,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01453,Zeferino Luis Fajardo Arteaga,S019,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01454,Patricio Roque,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01455,Marisol María del Carmen Ledesma Rojo,S019,Stock,65,56,48,8,3120,1040.0,4160.0
E01456,José Emilio Francisco Franco,S019,Stock,65,56,48,8,3120,1040.0,4160.0
E01457,Silvano Mota Collazo,S019,Supervisor,120,48,48,0,5760,0.0,5760.0
E01458,Pascual Cazares Rojo,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01459,María Luisa Quiñónez Fernández,S019,Supervisor,120,24,24,0,2880,0.0,2880.0
E01460,Helena Estela Herrera,S019,Floor,70,56,48,8,3360,1120.0,4480.0
E01461,Dra. Nelly Villareal,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01462,José María Nava,S019,Stock,65,56,48,8,3120,1040.0,4160.0
E01463,Dr. Rodolfo Orozco,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01464,Ing. Judith Carmona,S019,Cashier,75,56,48,8,3600,1200.0,4800.0
E01465,Dr. Gregorio Yáñez,S019,Cashier,75,40,40,0,3000,0.0,3000.0
E01466,Salma Bianca Arriaga Solís,S019,Cashier,75,40,40,0,3000,0.0,3000.0
E01467,María Eugenia Ana María Limón Barreto,S019,Cashier,75,16,16,0,1200,0.0,1200.0
E01468,Mariana Susana Menchaca,S019,Cashier,75,16,16,0,1200,0.0,1200.0
E01469,Leonardo Agustín Caballero,S019,Floor,70,56,48,8,3360,1120.0,4480.0
E01470,Sra. Alejandra Alva,S019,Stock,65,40,40,0,2600,0.0,2600.0
E01471,Teodoro Horacio Montalvo,S019,Stock,65,16,16,0,1040,0.0,1040.0
E01472,Pedro Alcántar,S019,Floor,70,56,48,8,3360,1120.0,4480.0
E01473,Lic. Lorenzo Ojeda,S019,Floor,70,40,40,0,2800,0.0,2800.0
E01475,Caridad Nancy Peña Roque,S019,Cashier,75,8,8,0,600,0.0,600.0
E01476,Zacarías Nicolás Aguayo,S019,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01477,Alonso Miguel Ángel Heredia Abreu,S019,Floor,70,24,24,0,1680,0.0,1680.0
E01478,Leonor Judith Vergara Valdez,S019,Cashier,75,8,8,0,600,0.0,600.0
E01479,Cristina Ana Luisa Villalpando de la O,S019,Stock,65,8,8,0,520,0.0,520.0
E01480,Trinidad Meraz Abrego,S019,Cashier,75,8,8,0,600,0.0,600.0
E01481,Graciela Linda Lucio Barela,S019,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01482,Isabel Celia Ordóñez Malave,S019,Floor,70,16,16,0,1120,0.0,1120.0
E01483,Ernesto Porfirio Parra Gaytán,S019,Cashier,75,8,8,0,600,0.0,600.0
E01484,Aldonza Cantú,S019,Stock,65,8,8,0,520,0.0,520.0
E01486,Ing. Yolanda Mateo,S019,Floor,70,8,8,0,560,0.0,560.0
E01487,Srita. Francisca Méndez,S019,Floor,70,8,8,0,560,0.0,560.0
E01489,Indira Bustamante Tello,S019,Floor,70,8,8,0,560,0.0,560.0
E01511,Eugenia Victoria Orellana Mayorga,S019,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01517,Leticia Colunga Gonzales,S019,Customer Service,85,40,40,0,3400,0.0,3400.0
E01520,Dra. María Archuleta,S019,Customer Service,85,24,24,0,2040,0.0,2040.0
E01521,Frida Nayeli Piña,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01522,Gustavo Benito Cuellar Solís,S020,Floor,70,56,48,8,3360,1120.0,4480.0
E01523,Leonardo Montalvo,S020,Floor,70,56,48,8,3360,1120.0,4480.0
E01524,Concepción Carmen Palomo,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01525,Dr. Mateo Almanza,S020,Floor,70,56,48,8,3360,1120.0,4480.0
E01526,Dr. Sergio Ocampo,S020,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01527,Dra. Anabel Botello,S020,Floor,70,56,48,8,3360,1120.0,4480.0
E01528,Antonia Aldonza Mejía Bueno,S020,Floor,70,56,48,8,3360,1120.0,4480.0
E01529,Bernardo Uriel Rojo,S020,Floor,70,56,48,8,3360,1120.0,4480.0
E01530,Srita. María Cristina Velázquez,S020,Floor,70,56,48,8,3360,1120.0,4480.0
E01531,Bianca Guajardo,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01532,Gerónimo Vásquez,S020,Floor,70,40,40,0,2800,0.0,2800.0
E01533,Dr. Jorge Parra,S020,Stock,65,56,48,8,3120,1040.0,4160.0
E01534,Amador Ángel Navarrete,S020,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01535,Mayte Paulina Linares,S020,Floor,70,24,24,0,1680,0.0,1680.0
E01536,Anel Claudia Solorio Rincón,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01537,Lorenzo Amador Arreola,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01538,Jacobo Ortiz Holguín,S020,Stock,65,56,48,8,3120,1040.0,4160.0
E01539,Guillermina Marisela Aguayo,S020,Floor,70,16,16,0,1120,0.0,1120.0
E01540,Anel Estrada Collado,S020,Supervisor,120,48,48,0,5760,0.0,5760.0
E01541,Ángela Trujillo Marrero,S020,Stock,65,56,48,8,3120,1040.0,4160.0
E01542,Ing. Ivonne Viera,S020,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01543,Juana Benítez,S020,Supervisor,120,24,24,0,2880,0.0,2880.0
E01544,Ing. Teodoro Zapata,S020,Floor,70,8,8,0,560,0.0,560.0
E01545,Renato Luis Manuel Armas,S020,Floor,70,8,8,0,560,0.0,560.0
E01546,Dra. Elena Anaya,S020,Floor,70,8,8,0,560,0.0,560.0
E01548,Lic. Dulce María Sauceda,S020,Stock,65,56,48,8,3120,1040.0,4160.0
E01549,Carolina Loya,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01550,Emilia Brito,S020,Stock,65,48,48,0,3120,0.0,3120.0
E01553,Noelia Beatriz Holguín Portillo,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01554,Mónica Palomo Coronado,S020,Stock,65,16,16,0,1040,0.0,1040.0
E01555,Sr. Andrés Villegas,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01556,Fidel Abelardo Girón,S020,Stock,65,8,8,0,520,0.0,520.0
E01558,Blanca Raquel Salcedo,S020,Cashier,75,56,48,8,3600,1200.0,4800.0
E01559,Srita. Luz Razo,S020,Cashier,75,40,40,0,3000,0.0,3000.0
E01561,Estefanía Ana Marroquín Fonseca,S020,Stock,65,8,8,0,520,0.0,520.0
E01562,Patricio Tejeda Roybal,S020,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01564,Renato René Menéndez,S020,Cashier,75,32,32,0,2400,0.0,2400.0
E01570,Srita. Ofelia Orozco,S020,Cashier,75,24,24,0,1800,0.0,1800.0
E01571,Emilia Valdez,S020,Cashier,75,16,16,0,1200,0.0,1200.0
E01572,Luis Porras,S020,Cashier,75,8,8,0,600,0.0,600.0
E01575,Nancy Nayeli Armenta,S020,Cashier,75,8,8,0,600,0.0,600.0
E01579,Dalia Amanda Ocasio,S020,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01584,Srita. Teresa Malave,S020,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01588,Luis Véliz,S020,Cashier,75,8,8,0,600,0.0,600.0
E01590,Alfredo Israel Portillo Carrillo,S020,Cashier,75,8,8,0,600,0.0,600.0
E01598,Alvaro Serrano Orozco,S020,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01600,Gabriel Carrero,S020,Customer Service,85,32,32,0,2720,0.0,2720.0
E01601,Sr. Pedro Treviño,S021,Floor,70,56,48,8,3360,1120.0,4480.0
E01602,Perla Reina Hernádez Posada,S021,Floor,70,56,48,8,3360,1120.0,4480.0
E01603,Esther Valdivia,S021,Floor,70,56,48,8,3360,1120.0,4480.0
E01604,Francisca Ceja Almonte,S021,Floor,70,56,48,8,3360,1120.0,4480.0
E01605,Lic. José Emilio Gurule,S021,Floor,70,56,48,8,3360,1120.0,4480.0
E01606,Nancy Estrada,S021,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01607,Irene Valladares,S021,Floor,70,40,40,0,2800,0.0,2800.0
E01608,Sra. Estela Colunga,S021,Floor,70,24,24,0,1680,0.0,1680.0
E01609,Patricio Noriega,S021,Cashier,75,56,48,8,3600,1200.0,4800.0
E01610,Agustín Hinojosa Arevalo,S021,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01611,Ing. Timoteo Mendoza,S021,Stock,65,56,48,8,3120,1040.0,4160.0
E01612,Mariano José Luis Ruelas,S021,Cashier,75,56,48,8,3600,1200.0,4800.0
E01613,José Carlos Navarrete,S021,Floor,70,16,16,0,1120,0.0,1120.0
E01614,Marcela Echeverría Vázquez,S021,Floor,70,8,8,0,560,0.0,560.0
E01616,Lic. Elena Segura,S021,Stock,65,56,48,8,3120,1040.0,4160.0
E01617,Octavio Salvador Menchaca,S021,Stock,65,56,48,8,3120,1040.0,4160.0
E01618,Ing. Paola Llamas,S021,Stock,65,24,24,0,1560,0.0,1560.0
E01621,Patricia Llamas Rocha,S021,Cashier,75,56,48,8,3600,1200.0,4800.0
E01622,Camilo Lomeli,S021,Stock,65,8,8,0,520,0.0,520.0
E01624,Leticia Ariadna Ledesma,S021,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01628,Guillermo Gallegos Altamirano,S021,Supervisor,120,8,8,0,960,0.0,960.0
E01632,Sra. Margarita Cano,S021,Cashier,75,56,48,8,3600,1200.0,4800.0
E01633,Humberto Sevilla,S021,Supervisor,120,8,8,0,960,0.0,960.0
E01636,Lucas Cristobal Centeno,S021,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01638,Sra. Amalia Aponte,S021,Cashier,75,56,48,8,3600,1200.0,4800.0
E01642,Héctor David Bustos,S021,Cashier,75,56,48,8,3600,1200.0,4800.0
E01643,Ing. Santiago Roque,S021,Cashier,75,48,48,0,3600,0.0,3600.0
E01647,Úrsula Moya,S021,Cashier,75,32,32,0,2400,0.0,2400.0
E01652,Paulina Ponce Frías,S021,Cashier,75,16,16,0,1200,0.0,1200.0
E01653,Pascual Federico Villareal,S021,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01655,Dra. Dalia Zamudio,S021,Cashier,75,16,16,0,1200,0.0,1200.0
E01657,Gabriel Bueno Aragón,S021,Cashier,75,8,8,0,600,0.0,600.0
E01661,Teresa Yolanda Adame,S021,Cashier,75,8,8,0,600,0.0,600.0
E01665,Guadalupe Rascón,S021,Cashier,75,8,8,0,600,0.0,600.0
E01667,Alberto Acevedo Rubio,S021,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01672,Andrea Medina,S021,Customer Service,85,32,32,0,2720,0.0,2720.0
E01673,Ing. Cristina Aponte,S021,Customer Service,85,16,16,0,1360,0.0,1360.0
E01677,Dra. Irene Cepeda,S021,Customer Service,85,8,8,0,680,0.0,680.0
E01681,Ana María Soto Reynoso,S022,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01682,Isaac Nájera Posada,S022,Floor,70,56,48,8,3360,1120.0,4480.0
E01683,Rosario Nadia Zúñiga,S022,Floor,70,56,48,8,3360,1120.0,4480.0
E01684,Dr. Ramón Campos,S022,Floor,70,56,48,8,3360,1120.0,4480.0
E01685,Andrés Tomás Samaniego,S022,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01686,Andrés Tomás Barela Juárez,S022,Floor,70,56,48,8,3360,1120.0,4480.0
E01687,Violeta Juana Zepeda,S022,Floor,70,8,8,0,560,0.0,560.0
E01688,Lic. Eloy Aguilar,S022,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01690,Marco Antonio Márquez,S022,Floor,70,8,8,0,560,0.0,560.0
E01691,Zacarías Palacios,S022,Cashier,75,56,48,8,3600,1200.0,4800.0
E01692,Sra. Adela Carrión,S022,Stock,65,56,48,8,3120,1040.0,4160.0
E01693,Lic. Paola Sandoval,S022,Cashier,75,56,48,8,3600,1200.0,4800.0
E01694,Virginia Graciela Posada,S022,Cashier,75,56,48,8,3600,1200.0,4800.0
E01696,Celia Ruiz,S022,Cashier,75,56,48,8,3600,1200.0,4800.0
E01699,Serafín Samaniego,S022,Cashier,75,40,40,0,3000,0.0,3000.0
E01703,César Vicente Garrido Posada,S022,Cashier,75,16,16,0,1200,0.0,1200.0
E01704,Timoteo Montaño,S022,Stock,65,56,48,8,3120,1040.0,4160.0
E01705,Ing. Eduardo Urías,S022,Cashier,75,8,8,0,600,0.0,600.0
E01708,Srita. Laura Arellano,S022,Cashier,75,8,8,0,600,0.0,600.0
E01710,Lic. Norma Mascareñas,S022,Stock,65,8,8,0,520,0.0,520.0
E01711,Dr. Emiliano Díaz,S022,Stock,65,8,8,0,520,0.0,520.0
E01747,Antonia Mendoza,S022,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01749,María Villarreal Romo,S022,Customer Service,85,40,40,0,3400,0.0,3400.0
E01761,Sra. Antonia Partida,S023,Cashier,75,56,48,8,3600,1200.0,4800.0
E01762,Diego Emilio de la Garza Salcedo,S023,Stock,65,56,48,8,3120,1040.0,4160.0
E01763,Gregorio Zeferino Gamboa,S023,Floor,70,56,48,8,3360,1120.0,4480.0
E01764,Jesús Elias Aparicio Domínguez,S023,Floor,70,56,48,8,3360,1120.0,4480.0
E01765,Dr. Ignacio Mayorga,S023,Floor,70,56,48,8,3360,1120.0,4480.0
E01766,Srita. Delia Mondragón,S023,Floor,70,56,48,8,3360,1120.0,4480.0
E01767,Sr. Juan Carlos Hernandes,S023,Cashier,75,56,48,8,3600,1200.0,4800.0
E01768,David Sisneros Mora,S023,Stock,65,56,48,8,3120,1040.0,4160.0
E01769,César José Eduardo Mondragón Tejada,S023,Stock,65,8,8,0,520,0.0,520.0
E01770,Luis Miguel Abelardo Uribe,S023,Cashier,75,56,48,8,3600,1200.0,4800.0
E01771,Karla Gloria Zúñiga Samaniego,S023,Cashier,75,56,48,8,3600,1200.0,4800.0
E01772,Dra. Alicia Leyva,S023,Floor,70,8,8,0,560,0.0,560.0
E01773,Oswaldo Zepeda,S023,Floor,70,8,8,0,560,0.0,560.0
E01774,Carlos Reynaldo Griego Saavedra,S023,Cashier,75,40,40,0,3000,0.0,3000.0
E01775,Olivia Estela Carrillo,S023,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01777,Zacarías Flavio Quintana Vergara,S023,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01778,Fabiola Serrano Villegas,S023,Cashier,75,16,16,0,1200,0.0,1200.0
E01779,Raquel Gonzales,S023,Cashier,75,8,8,0,600,0.0,600.0
E01780,Ruby Noemí Moya Bahena,S023,Customer Service,85,40,40,0,3400,0.0,3400.0
E01783,Florencia María José Verduzco Mojica,S023,Customer Service,85,16,16,0,1360,0.0,1360.0
E01784,Elvira Marisol Mercado,S023,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01790,Humberto Esquivel,S023,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01791,Carla del Valle,S023,Stock,65,8,8,0,520,0.0,520.0
E01841,Luis Manuel Cabán Quiroz,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01842,Sr. Serafín Quintanilla,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01843,Srita. Aurora Razo,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01844,Dr. Jos Quiñónez,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01845,Reina Olga Blanco Pizarro,S024,Floor,70,56,48,8,3360,1120.0,4480.0
E01846,Jacobo Gabriel Briseño Zedillo,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01847,Ramiro Serna Carrillo,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01848,Anabel Sessa Alejandro Zelaya,S024,Stock,65,56,48,8,3120,1040.0,4160.0
E01849,Dra. Diana Castañeda,S024,Floor,70,56,48,8,3360,1120.0,4480.0
E01850,Leonel Vela Baeza,S024,Stock,65,56,48,8,3120,1040.0,4160.0
E01851,Patricia Esther Meléndez,S024,Stock,65,56,48,8,3120,1040.0,4160.0
E01852,Dr. Rodrigo de Anda,S024,Floor,70,56,48,8,3360,1120.0,4480.0
E01853,Dr. Ernesto Páez,S024,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01854,Dr. Pedro Soliz,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01855,Srita. Araceli Carmona,S024,Floor,70,56,48,8,3360,1120.0,4480.0
E01856,Andrés Barragán Figueroa,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01857,Ing. Marcos Espinal,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01858,Florencia Guerra,S024,Floor,70,56,48,8,3360,1120.0,4480.0
E01859,Lic. Jaime Pulido,S024,Cashier,75,56,48,8,3600,1200.0,4800.0
E01860,Dra. Catalina Olivera,S024,Floor,70,56,48,8,3360,1120.0,4480.0
E01861,Leonel Mateo Nájera Esquivel,S024,Cashier,75,40,40,0,3000,0.0,3000.0
E01862,Angélica Mayte Zúñiga,S024,Stock,65,56,48,8,3120,1040.0,4160.0
E01863,Silvia Riojas,S024,Floor,70,56,48,8,3360,1120.0,4480.0
E01864,Guillermina Leiva,S024,Supervisor,120,56,48,8,5760,1920.0,7680.0
E01865,Lorena Duarte Razo,S024,Floor,70,40,40,0,2800,0.0,2800.0
E01866,Sra. Marisela Mateo,S024,Stock,65,40,40,0,2600,0.0,2600.0
E01867,Abraham Rojas,S024,Cashier,75,24,24,0,1800,0.0,1800.0
E01868,Ernesto Villaseñor Valdez,S024,Cashier,75,24,24,0,1800,0.0,1800.0
E01869,Lic. Emilia Riojas,S024,Customer Service,85,56,48,8,4080,1360.0,5440.0
E01870,Mario Patricio Acevedo Batista,S024,Floor,70,24,24,0,1680,0.0,1680.0
E01871,Dulce Lilia Quiñones Gracia,S024,Stock,65,24,24,0,1560,0.0,1560.0
